Quel est l'avantage de récolter des « verbatim audio » lors d'une concertation ?,Humaniser les projets de béton en intégrant des avis qualitatifs de citoyens non habitués aux réunions.
Comment la gamification peut-elle apaiser les tensions lors du chantier de la rue des Pêcheries ?,En transformant le chantier en parcours éducatif et en récompensant la patience des riverains.
Qu'est-ce qu'une « Jauge de Patience » dans le cadre d'un chantier urbain ?,Un indicateur physique débloquant un bonus collectif si les délais de travaux sont respectés.
Quel est le rôle du « Shadow Cabinet » opérationnel proposé ?,Préparer le terrain technique et logistique pour rendre les interventions politiques percutantes.
Comment le « Game Master » invisible soutient-il l'élue dans l'ARG ?,"En gérant la conception des scénarios, l'installation des balises et le reporting des données."
Quelle monnaie locale bruxelloise est intégrée au système de récompense d'Auderghem ?,La Zinne.
Définissez le mécanisme de « Proof of Care » (Preuve de Soin).,La validation d'une action citoyenne positive générant des crédits convertibles en monnaie locale.
Comment le circuit de la Zinne soutient-il l'économie locale ?,En obligeant les citoyens à dépenser leurs récompenses exclusivement chez les commerçants partenaires de la commune.
Quel est l'objectif du projet « ALE 2.0 » ou « ALE Numérique » ?,Recruter une nouvelle génération de prestataires via une interface ludique pour des missions d'intérêt public.
Qu'est-ce que le « Passeport Bénévole » ?,Un outil de certification des compétences acquises lors d'activités citoyennes ou de bénévolat.
Quelle institution belge est partenaire pour la validation des compétences hors cursus scolaire ?,Le Consortium de Validation des Compétences (CVDC).
"Selon la loi de 2005, comment la distribution de Zinnes doit-elle être qualifiée pour éviter les charges sociales ?",Comme un défraiement forfaitaire pour volontaires.
Quel est le plafond budgétaire permettant de passer un marché public de gré à gré simple à Auderghem ?,30 000 euros.
Pourquoi le Low-tech est-il considéré comme un marqueur politique fort ?,Parce qu'il privilégie l'humain et l'inclusion sur la technophilie aveugle.
Comment l'ARG favorise-t-il la réappropriation physique de l'espace public ?,En obligeant les participants à se déplacer sur le lieu des projets urbains pour jouer.
Quel pourcentage de seniors est estimé être touché par l'illectronisme ?,Environ 40 %.
"Dans l'échelle d'Arnstein, quel niveau de participation l'ARG vise-t-il ?",Le partenariat et la délégation de pouvoir.
Citez une compétence managériale validée par le Passeport Bénévole.,La gestion d'équipe (lors de l'organisation d'une quête collective).
Quelle « soft skill » est démontrée par la résolution d'énigmes en groupe dans l'ARG ?,La communication.
Comment le Passeport Bénévole aide-t-il les jeunes décrocheurs ?,En transformant des actions ludiques en qualifications professionnelles intelligibles pour les recruteurs.
Quel rôle l'ALE joue-t-elle en cas d'accident d'un citoyen lors d'une mission ?,Elle assure la couverture assurantielle en reconnaissant l'activité comme d'utilité publique.
Qu'est-ce qu'une « Mission d'Intérêt Communal Gamifiée » ?,Une tâche citoyenne (ex: médiateur numérique) encadrée par l'ALE et intégrée au jeu urbain.
Pourquoi l'intervention d'une ASBL tierce est-elle suggérée dans le montage financier ?,Pour servir de structure tampon et protéger la commune des risques de gestion directe.
Comment le système de jeu empêche-t-il le « travail dissimulé » ?,En bloquant automatiquement les récompenses dès que les plafonds légaux de défraiement sont atteints.
Quel est l'avantage du format numérique exportable du Passeport Bénévole ?,Il permet au candidat de joindre ses compétences certifiées directement à son CV.
Comment l'ARG aide-t-il à lutter contre le phénomène NIMBY lors de projets d'urbanisme ?,En permettant aux riverains de visualiser le futur via la réalité augmentée et de proposer des alternatives constructives.
Quelle est la fonction du « Canal Physique » dans le dispositif de participation ?,"Utiliser le mobilier urbain (bornes, affiches) pour inclure les passants sans smartphone."
Citez un exemple de commerce auderghemois acceptant déjà la Zinne.,The Barn Bio Market (ou Vrak / Delhaize Hankar).
Quel type de données l'ARG produit-il pour l'élue ?,"Des « données chaudes » sur les comportements, les flux et les préférences réelles des citoyens."
"Dans le dossier « Happy Hour Market », quelle solution ludique est proposée pour l'aide alimentaire ?",La « Brigade Anti-Gaspi » qui signale les invendus à l'épicerie sociale via l'app.
Quel est le but d'un « Titre de compétence » expérimental créé avec le CVDC ?,Valider officiellement des savoir-faire numériques ou sociaux acquis de manière informelle.
Qu'est-ce que le « Protocole Parapluie » ?,Un dispositif où le prestataire technique assume la responsabilité en cas de bug pour protéger l'élue politiquement.
Comment la stratégie définit-elle la « résilience territoriale » ?,La capacité d'une commune à réconcilier ses mutations urbaines avec son âme sociale et solidaire.
Quelle est la durée prévue pour la phase pilote (Proof of Concept) ?,3 mois.
Quel mécanisme est utilisé pour inciter aux mobilités douces sans contrainte ?,Le « Nudging » (ou coup de pouce) par la récompense positive.
"Dans le Passeport Bénévole, que certifie la capacité à mener une quête sans supervision ?",L'autonomie.
Comment l'ALE modernise-t-elle son image auprès des étudiants ?,En proposant des missions de « Game Master » ou d'animateur de jeu urbain.
Quel est le principal défaut de la plateforme Fluicity selon le rapport ?,Son élitisme technologique qui favorise les citoyens déjà connectés et éduqués.
La démarche Low-Tech vise à réduire l'empreinte _____ du numérique.,carbone
Quel outil permet de transformer le bénévolat en un « tremplin vers l'emploi » ?,Le Passeport Bénévole local.
Citez un partenaire institutionnel pour le financement de l'inclusion numérique en Belgique.,Le SPF Économie.
"Dans le scénario « Le Sentier des Pêcheries », quel organisme est le partenaire technique pressenti ?",Vivaqua.
Le « Crédit Citoyen » est à la fois une valeur monétaire et une valeur _____.,curriculaire (ou sociale)
Comment appelle-t-on le fait de transformer des tâches bénévoles en un langage compréhensible pour les recruteurs ?,La traduction des compétences.
Quel est le rôle de l'ASBL Zinne dans le projet ?,Fournir la monnaie locale et garantir la légalité de son approvisionnement.
Pourquoi l'utilisation de la voix (serveur vocal) est-elle incluse dans le Low-tech ?,Pour garantir l'accessibilité aux personnes ayant des difficultés avec l'écrit ou le numérique.
Quelle compétence est validée lorsqu'un joueur présente un projet devant un groupe ?,La communication en public.
"Dans le cadre de l'ALE, que permettent les « chèques-ALE » ?",Rémunérer légalement des demandeurs d'emploi pour des petits travaux d'utilité publique.
Le projet « Auderghem Discovery » se greffe sur les projets existants sans perturber leur _____.,calendrier technique
Quel document de synthèse l'expert fournit-il à l'élue pour ses questions orales ?,Une « Note de Synthèse Flash » (One-Pager).
Comment la stratégie assure-t-elle la « sobriété budgétaire » ?,"En activant des subsides externes (Région, Fédéral) pour couvrir les coûts."
Quel est l'impact de l'ARG sur le commerce local en difficulté à cause des chantiers ?,Il génère du flux de clients via des coupons de réduction ou des Zinnes à dépenser sur place.
"La théorie de l'_____ explique que le jeu satisfait les besoins de compétence, d'autonomie et d'appartenance.",Autodétermination
Quel service communal bénéficie de la « collecte de données citoyenne » sur l'état des trottoirs ?,Le service Travaux.
Le Passeport Bénévole valide le « Savoir-Être » global par la _____ dans les missions.,fiabilité
Quel montage juridique déconnecte la récompense de la notion de subordination ?,Le défraiement forfaitaire dans le cadre du volontariat.
Pourquoi l'Expert propose-t-il une « discrétion absolue » ?,Pour que seule l'action de l'élue soit visible et qu'elle en récolte tout le crédit politique.
Comment appelle-t-on les données basées sur les émotions et les actions réelles des citoyens ?,Les données chaudes.
Quelle est la cible principale du dispositif de « Validation des Compétences » ?,Les jeunes décrocheurs et les chômeurs de longue durée.
Citez une technologie robuste utilisée dans le canal « Universel ».,Le SMS (ou le téléphone fixe).
Quel est le risque pour un citoyen recevant une rétribution hors cadre légal ?,L'accusation de travail non déclaré (ou travail au noir).
Comment l'ARG transforme-t-il la perception sociale du béton ?,En racontant une histoire humaine derrière les projets de construction.
Le « Thermomètre de Quartier » est un outil de feedback _____ sur l'avancement des travaux.,physique (ou visuel)
Quelle action de Madame Lenoir a révélé son exigence participative ?,Sa question orale du 30 novembre 2023 sur le bilan de la participation citoyenne.
Le Passeport Bénévole est délivré conjointement par l'ALE et la _____.,Commune
Quel est le rôle final du « Passeport Auderghem » pour un demandeur d'emploi ?,Agir comme un tremplin vers une formation qualifiante ou un emploi.
